BA, MORRO DO CHAPEU, 74
BA, MORTUGABA, 77
BA, MUCUGE, 75
BA, MUCURI, 73
BA, MULUNGU DO MORRO, 74
BA, MUNDO NOVO, 74
BA, MUNIZ FERREIRA, 75
BA, MUQUEM DE SAO FRANCISCO, 77
BA, MURITIBA, 75
BA, MUTUIPE, 75
BA, NAZARE, 75
BA, NILO PECANHA, 73
BA, NORDESTINA, 75
BA, NOVA CANAA, 73
BA, NOVA FATIMA, 75
BA, NOVA IBIA, 73
BA, NOVA ITARANA, 73
BA, NOVA REDENCAO, 75
BA, NOVA SOURE, 75
BA, NOVA VICOSA, 73
BA, NOVO HORIZONTE, 77
BA, NOVO TRIUNFO, 75
BA, OLINDINA, 75
BA, OLIVEIRA DOS BREJINHOS, 77
BA, OURICANGAS, 75
BA, OUROLANDIA, 74
BA, PALMAS DE MONTE ALTO, 77
BA, PALMEIRAS, 75
BA, PARAMIRIM, 77
BA, PARATINGA, 77
BA, PARIPIRANGA, 75
BA, PAU BRASIL, 73
BA, PAULO AFONSO, 75
BA, PE DE SERRA, 75
BA, PEDRAO, 75
BA, PEDRO ALEXANDRE, 75
BA, PIATA, 77
BA, PILAO ARCADO, 74
BA, PINDAI, 77
BA, PINDOBACU, 74
BA, PINTADAS, 75
BA, PIRAI DO NORTE, 73
BA, PIRIPA, 77
BA, PIRITIBA, 74
BA, PLANALTINO, 73
BA, PLANALTO, 77
BA, POCOES, 77
BA, POJUCA, 71
BA, PONTO NOVO, 74
BA, PORTO SEGURO, 73
BA, POTIRAGUA, 73
BA, PRADO, 73
BA, PRESIDENTE DUTRA, 74
BA, PRESIDENTE JANIO QUADROS, 77
BA, PRESIDENTE TANCREDO NEVES, 73
BA, QUEIMADAS, 75
BA, QUIJINGUE, 75
BA, QUIXABEIRA, 74
BA, RAFAEL JAMBEIRO, 75
BA, REMANSO, 74
BA, RETIROLANDIA, 75
BA, RIACHAO DAS NEVES, 77
BA, RIACHAO DO JACUIPE, 75
BA, RIACHO DE SANTANA, 77
BA, RIBEIRA DO AMPARO, 75
BA, RIBEIRA DO POMBAL, 75
BA, RIBEIRAO DO LARGO, 77
BA, RIO DE CONTAS, 77
BA, RIO DO ANTONIO, 77
BA, RIO DO PIRES, 77
BA, RIO REAL, 75
BA, RODELAS, 75
BA, RUY BARBOSA, 75
BA, SALINAS DA MARGARIDA, 75
BA, SALVADOR, 71
BA, SANTA BARBARA, 75
BA, SANTA BRIGIDA, 75
BA, SANTA CRUZ CABRALIA, 73
BA, SANTA CRUZ DA VITORIA, 73
BA, SANTA INES, 73
BA, SANTA LUZIA, 73
BA, SANTA MARIA DA VITORIA, 77
BA, SANTA RITA DE CASSIA, 77
BA, SANTA TERESINHA, 75
BA, SANTALUZ, 75
BA, SANTANA, 77
BA, SANTANOPOLIS, 75
BA, SANTO AMARO, 75
BA, SANTO ANTONIO DE JESUS, 75
BA, SANTO ESTEVAO, 75
BA, SAO DESIDERIO, 77
BA, SAO DOMINGOS, 75
BA, SAO FELIPE, 75
BA, SAO FELIX, 75
BA, SAO FRANCISCO DO CONDE, 71
BA, SAO GABRIEL, 74
BA, SAO GONCALO DOS CAMPOS, 75
BA, SAO JOSE DA VITORIA, 73
BA, SAO JOSE DO JACUIPE, 74
BA, SAO MIGUEL DAS MATAS, 75
BA, SAO SEBASTIAO DO PASSE, 71
BA, SAPEACU, 75
BA, SATIRO DIAS, 75
BA, SAUBARA, 75
BA, SAUDE, 74
BA, SEABRA, 75
BA, SEBASTIAO LARANJEIRAS, 77
BA, SENHOR DO BONFIM, 74
BA, SENTO SE, 74
BA, SERRA DO RAMALHO, 77
BA, SERRA DOURADA, 77
BA, SERRA PRETA, 75
BA, SERRINHA, 75
BA, SERROLANDIA, 74
BA, SIMOES FILHO, 71
BA, SITIO DO MATO, 77
BA, SITIO DO QUINTO, 75
BA, SOBRADINHO, 74
BA, SOUTO SOARES, 75
BA, TABOCAS DO BREJO VELHO, 77
BA, TANHACU, 77
BA, TANQUE NOVO, 77
BA, TANQUINHO, 75
BA, TAPEROA, 75
BA, TAPIRAMUTA, 74
BA, TEIXEIRA DE FREITAS, 73
BA, TEODORO SAMPAIO, 75
BA, TEOFILANDIA, 75
BA, TEOLANDIA, 73
BA, TERRA NOVA, 75
BA, TREMEDAL, 77
BA, TUCANO, 75
BA, UAUA, 74
BA, UBAIRA, 75
BA, UBAITABA, 73
BA, UBATA, 73
BA, UIBAI, 74
BA, UMBURANAS, 74
BA, UNA, 73
BA, URANDI, 77
BA, URUCUCA, 73
BA, UTINGA, 75
BA, VALENCA, 75
BA, VALENTE, 75
BA, VARZEA DA ROCA, 74
BA, VARZEA DO POCO, 74
BA, VARZEA NOVA, 74
BA, VARZEDO, 75
BA, VERA CRUZ, 71
BA, VEREDA, 73
BA, VITORIA DA CONQUISTA, 77
BA, WAGNER, 75
BA, WANDERLEY, 77
BA, WENCESLAU GUIMARAES, 73
BA, XIQUE-XIQUE, 74
CE, ABAIARA, 88
CE, ACARAPE, 85
CE, ACARAU, 88
CE, ACOPIARA, 88
CE, AIUABA, 88
CE, ALCANTARAS, 88
CE, ALTANEIRA, 88
CE, ALTO SANTO, 88
CE, AMONTADA, 88
CE, ANTONINA DO NORTE, 88
CE, APUIARES, 85
CE, AQUIRAZ, 85
CE, ARACATI, 88
CE, ARACOIABA, 85
CE, ARARENDA, 88
CE, ARARIPE, 88
CE, ARATUBA, 85
CE, ARNEIROZ, 88
CE, ASSARE, 88
CE, AURORA, 88
CE, BAIXIO, 88
CE, BANABUIU, 88
CE, BARBALHA, 88
CE, BARREIRA, 85
CE, BARRO, 88
CE, BARROQUINHA, 88
CE, BATURITE, 85
CE, BEBERIBE, 85
CE, BELA CRUZ, 88
CE, BOA VIAGEM, 88
CE, BREJO SANTO, 88
CE, CAMOCIM, 88
CE, CAMPOS SALES, 88
CE, CANINDE, 85
CE, CAPISTRANO, 85
CE, CARIDADE, 85
CE, CARIRE, 88
CE, CARIRIACU, 88
CE, CARIUS, 88
CE, CARNAUBAL, 88
CE, CASCAVEL, 85
CE, CATARINA, 88
CE, CATUNDA, 88
CE, CAUCAIA, 85
CE, CEDRO, 88
CE, CHAVAL, 88
CE, CHORO, 88
CE, CHOROZINHO, 85
CE, COREAU, 88
CE, CRATEUS, 88
CE, CRATO, 88
CE, CROATA, 88
CE, CRUZ, 88
CE, DEPUTADO IRAPUAN PINHEIRO, 88
CE, ERERE, 88
CE, EUSEBIO, 85
CE, FARIAS BRITO, 88
CE, FORQUILHA, 88
CE, FORTALEZA, 85
CE, FORTIM, 88
CE, FRECHEIRINHA, 88
CE, GENERAL SAMPAIO, 85
CE, GRACA, 88
CE, GRANJA, 88
CE, GRANJEIRO, 88
CE, GROAIRAS, 88
CE, GUAIUBA, 85
CE, GUARACIABA DO NORTE, 88
CE, GUARAMIRANGA, 85
CE, HIDROLANDIA, 88
CE, HORIZONTE, 85
CE, IBARETAMA, 88
CE, IBIAPINA, 88
CE, IBICUITINGA, 88
CE, ICAPUI, 88
CE, ICO, 88
CE, IGUATU, 88
CE, INDEPENDENCIA, 88
CE, IPAPORANGA, 88
CE, IPAUMIRIM, 88
CE, IPU, 88
CE, IPUEIRAS, 88
CE, IRACEMA, 88
CE, IRAUCUBA, 88
CE, ITAICABA, 88
CE, ITAITINGA, 85
CE, ITAPAGE, 85
CE, ITAPIPOCA, 88
CE, ITAPIUNA, 88
CE, ITAREMA, 88
CE, ITATIRA, 88
CE, JAGUARETAMA, 88
CE, JAGUARIBARA, 88
CE, JAGUARIBE, 88
CE, JAGUARUANA, 88
CE, JARDIM, 88
CE, JATI, 88
CE, JIJOCA DE JERICOACOARA, 88
CE, JUAZEIRO DO NORTE, 88
CE, JUCAS, 88
CE, LAVRAS DA MANGABEIRA, 88
CE, LIMOEIRO DO NORTE, 88
CE, MADALENA, 88
CE, MARACANAU, 85
CE, MARANGUAPE, 85
CE, MARCO, 88
CE, MARTINOPOLE, 88
CE, MASSAPE, 88
CE, MAURITI, 88
CE, MERUOCA, 88
CE, MILAGRES, 88
CE, MILHA, 88
CE, MIRAIMA, 88
CE, MISSAO VELHA, 88
CE, MOMBACA, 88
CE, MONSENHOR TABOSA, 88
CE, MORADA NOVA, 88
CE, MORAUJO, 88
CE, MORRINHOS, 88
CE, MUCAMBO, 88
CE, MULUNGU, 85
CE, NOVA OLINDA, 88
CE, NOVA RUSSAS, 88
CE, NOVO ORIENTE, 88
CE, OCARA, 85
CE, OROS, 88
CE, PACAJUS, 85
CE, PACATUBA, 85
CE, PACOTI, 85
CE, PACUJA, 88
CE, PALHANO, 88
CE, PALMACIA, 85
CE, PARACURU, 85
CE, PARAIPABA, 85
CE, PARAMBU, 88
CE, PARAMOTI, 85
CE, PEDRA BRANCA, 88
CE, PENAFORTE, 88
CE, PENTECOSTE, 85
CE, PEREIRO, 88
CE, PINDORETAMA, 85
CE, PIQUET CARNEIRO, 88
CE, PIRES FERREIRA, 88
CE, PORANGA, 88
CE, PORTEIRAS, 88
CE, POTENGI, 88
CE, POTIRETAMA, 88
CE, QUITERIANOPOLIS, 88
CE, QUIXADA, 88
CE, QUIXELO, 88
CE, QUIXERAMOBIM, 88
CE, QUIXERE, 88
CE, REDENCAO, 85
CE, RERIUTABA, 88
CE, RUSSAS, 88
CE, SABOEIRO, 88
CE, SALITRE, 88
CE, SANTA QUITERIA, 88
CE, SANTANA DO ACARAU, 88
CE, SANTANA DO CARIRI, 88
CE, SAO BENEDITO, 88
CE, SAO GONCALO DO AMARANTE, 85
CE, SAO JOAO DO JAGUARIBE, 88
CE, SAO LUIS DO CURU, 85
CE, SENADOR POMPEU, 88
CE, SENADOR SA, 88
CE, SOBRAL, 88
CE, SOLONOPOLE, 88
CE, TABULEIRO DO NORTE, 88
CE, TAMBORIL, 88
CE, TARRAFAS, 88
CE, TAUA, 88
CE, TEJUCUOCA, 85
CE, TIANGUA, 88
CE, TRAIRI, 85
CE, TURURU, 85
CE, UBAJARA, 88
CE, UMARI, 88
CE, UMIRIM, 85
CE, URUBURETAMA, 85
CE, URUOCA, 88
CE, VARJOTA, 88
CE, VARZEA ALEGRE, 88
CE, VICOSA DO CEARA, 88
DF, BRASILIA, 61
ES, AFONSO CLAUDIO, 27
ES, AGUA DOCE DO NORTE, 27
ES, AGUIA BRANCA, 27
ES, ALEGRE, 28
ES, ALFREDO CHAVES, 27
ES, ALTO RIO NOVO, 27
ES, ANCHIETA, 28
ES, APIACA, 28
ES, ARACRUZ, 27
ES, ATILIO VIVACQUA, 28
ES, BAIXO GUANDU, 27
ES, BARRA DE SAO FRANCISCO, 27
ES, BOA ESPERANCA, 27
ES, BOM JESUS DO NORTE, 28
ES, BREJETUBA, 27
ES, CACHOEIRO DE ITAPEMIRIM, 28
ES, CARIACICA, 27
ES, CASTELO, 28
ES, COLATINA, 27
ES, CONCEICAO DA BARRA, 27
ES, CONCEICAO DO CASTELO, 28
ES, DIVINO DE SAO LOURENCO, 28
ES, DOMINGOS MARTINS, 27
ES, DORES DO RIO PRETO, 28
ES, ECOPORANGA, 27
ES, FUNDAO, 27
ES, GOVERNADOR LINDENBERG, 27
ES, GUACUI, 28
ES, GUARAPARI, 27
ES, IBATIBA, 28
ES, IBIRACU, 27
ES, IBITIRAMA, 28
ES, ICONHA, 28
ES, IRUPI, 28
ES, ITAGUACU, 27
ES, ITAPEMIRIM, 28
ES, ITARANA, 27
ES, IUNA, 28
ES, JAGUARE, 27
ES, JERONIMO MONTEIRO, 28
ES, JOAO NEIVA, 27
ES, LARANJA DA TERRA, 27
ES, LINHARES, 27
ES, MANTENOPOLIS, 27
ES, MARATAIZES, 28
ES, MARECHAL FLORIANO, 27
ES, MARILANDIA, 27
ES, MIMOSO DO SUL, 28
ES, MONTANHA, 27
ES, MUCURICI, 27
ES, MUNIZ FREIRE, 28
ES, MUQUI, 28
ES, NOVA VENECIA, 27
ES, PANCAS, 27
ES, PEDRO CANARIO, 27
ES, PINHEIROS, 27
ES, PIUMA, 28
ES, PONTO BELO, 27
ES, PRESIDENTE KENNEDY, 28
ES, RIO BANANAL, 27
ES, RIO NOVO DO SUL, 28
ES, SANTA LEOPOLDINA, 27
ES, SANTA MARIA DE JETIBA, 27
ES, SANTA TERESA, 27
ES, SAO DOMINGOS DO NORTE, 27
ES, SAO GABRIEL DA PALHA, 27
ES, SAO JOSE DO CALCADO, 28
ES, SAO MATEUS, 27
ES, SAO ROQUE DO CANAA, 27
ES, SERRA, 27
ES, SOORETAMA, 27
ES, VARGEM ALTA, 28
ES, VENDA NOVA DO IMIGRANTE, 28
ES, VIANA, 27
ES, VILA PAVAO, 27
ES, VILA VALERIO, 27
ES, VILA VELHA, 27
ES, VITORIA, 27
GO, ABADIA DE GOIAS, 62
GO, ABADIANIA, 62
GO, ACREUNA, 64
GO, ADELANDIA, 64
GO, AGUA FRIA DE GOIAS, 62
GO, AGUA LIMPA, 64
GO, AGUAS LINDAS DE GOIAS, 61
GO, ALEXANIA, 62
GO, ALOANDIA, 64
GO, ALTO HORIZONTE, 62
GO, ALTO PARAISO DE GOIAS, 62
GO, ALVORADA DO NORTE, 62
GO, AMARALINA, 62
GO, AMERICANO DO BRASIL, 64
GO, AMORINOPOLIS, 64
GO, ANAPOLIS, 62
GO, ANHANGUERA, 64
GO, ANICUNS, 64
GO, APARECIDA DE GOIANIA, 62
GO, APARECIDA DO RIO DOCE, 64
GO, APORE, 64
GO, ARACU, 62
GO, ARAGARCAS, 64
GO, ARAGOIANIA, 62
GO, ARAGUAPAZ, 62
GO, ARENOPOLIS, 64
GO, ARUANA, 62
GO, AURILANDIA, 64
GO, AVELINOPOLIS, 64
GO, BARRO ALTO, 62
